H	2	1024	"2025-01-29 15:43:05"	600	21.20
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	1
73	674
74	829
75	875
76	823
77	864
78	783
79	836
80	798
81	832
82	832
83	792
84	768
85	825
86	769
87	728
88	765
89	747
90	715
91	731
92	726
93	759
94	703
95	725
96	717
97	747
98	677
99	695
100	673
101	731
102	624
103	641
104	630
105	666
106	632
107	678
108	672
109	674
110	648
111	607
112	652
113	653
114	651
115	638
116	595
117	577
118	582
119	562
120	618
121	602
122	597
123	559
124	566
125	555
126	536
127	546
128	558
129	553
130	573
131	519
132	522
133	539
134	485
135	488
136	513
137	495
138	479
139	501
140	494
141	460
142	491
143	499
144	460
145	455
146	502
147	428
148	432
149	442
150	443
151	436
152	394
153	419
154	452
155	378
156	398
157	407
158	446
159	413
160	409
161	416
162	398
163	417
164	364
165	371
166	385
167	364
168	373
169	376
170	381
171	349
172	374
173	356
174	343
175	375
176	353
177	315
178	364
179	343
180	311
181	336
182	300
183	326
184	323
185	294
186	268
187	299
188	298
189	312
190	285
191	277
192	276
193	243
194	282
195	299
196	237
197	265
198	287
199	261
200	283
201	230
202	236
203	249
204	242
205	229
206	256
207	234
208	221
209	248
210	230
211	219
212	207
213	223
214	221
215	202
216	222
217	211
218	191
219	197
220	168
221	187
222	196
223	174
224	156
225	182
226	198
227	166
228	155
229	154
230	144
231	145
232	159
233	139
234	147
235	146
236	119
237	150
238	127
239	132
240	129
241	116
242	114
243	120
244	126
245	104
246	126
247	92
248	85
249	97
250	86
251	103
252	104
253	83
254	84
255	83
256	86
257	81
258	67
259	78
260	70
261	78
262	68
263	66
264	71
265	57
266	68
267	67
268	68
269	56
270	51
271	49
272	52
273	52
274	44
275	60
276	51
277	47
278	43
279	54
280	48
281	32
282	36
283	39
284	45
285	30
286	39
287	31
288	35
289	41
290	42
291	37
292	40
293	41
294	32
295	43
296	40
297	28
298	37
299	28
300	22
301	40
302	29
303	31
304	30
305	32
306	28
307	28
308	31
309	25
310	39
311	32
312	38
313	33
314	23
315	29
316	17
317	29
318	35
319	28
320	32
321	24
322	20
323	31
324	28
325	34
326	23
327	35
328	24
329	27
330	25
331	23
332	21
333	34
334	24
335	21
336	24
337	41
338	25
339	32
340	22
341	29
342	36
343	32
344	30
345	32
346	31
347	26
348	40
349	39
350	61
351	49
352	56
353	88
354	106
355	119
356	137
357	132
358	155
359	140
360	143
361	119
362	114
363	83
364	75
365	47
366	49
367	25
368	21
369	19
370	15
371	12
372	28
373	23
374	24
375	27
376	39
377	34
378	31
379	30
380	20
381	17
382	10
383	18
384	7
385	4
386	3
387	6
388	3
389	3
390	1
391	0
392	2
393	0
394	3
395	2
396	1
397	1
398	2
399	0
400	2
401	3
402	1
403	1
404	0
405	0
406	2
407	1
408	0
409	3
410	2
411	2
412	1
413	1
414	4
415	1
416	0
417	2
418	1
419	1
420	1
421	0
422	1
423	2
424	1
425	0
426	1
427	0
428	1
429	1
430	1
431	4
432	2
433	0
434	2
435	2
436	1
437	1
438	0
439	0
440	0
441	0
442	0
443	1
444	2
445	1
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	1
454	0
455	1
456	1
457	3
458	1
459	2
460	2
461	1
462	0
463	1
464	0
465	1
466	1
467	0
468	1
469	0
470	0
471	1
472	0
473	2
474	1
475	0
476	0
477	1
478	0
479	1
480	1
481	1
482	0
483	0
484	1
485	0
486	1
487	0
488	2
489	1
490	1
491	2
492	2
493	0
494	0
495	0
496	0
497	0
498	1
499	1
500	1
501	1
502	0
503	1
504	2
505	0
506	1
507	0
508	2
509	0
510	1
511	1
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
